,Playlist Name,Track Name,Artists,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature,mbti
19007,istj,Mud,Alex G,0.505,0.265,0,-14.652,1,0.0273,0.875,0.542,0.12,0.15,83.016,120469,4,istj
19008,istj,In Love,Alex G,0.373,0.357,0,-10.807,1,0.0315,0.797,0.000975,0.097,0.0906,121.274,210623,3,istj
19009,istj,グライド,Lily Chou-Chou,0.445,0.404,7,-8.896,1,0.0279,0.605,0.0522,0.109,0.117,72.991,220240,3,istj
19010,istj,飽和,Lily Chou-Chou,0.388,0.377,0,-13.08,1,0.0331,0.964,0.189,0.119,0.0993,136.358,232467,4,istj
19011,istj,I Want You To Love Me,Fiona Apple,0.528,0.504,9,-8.821,0,0.09,0.559,0.0414,0.0936,0.712,141.369,237713,3,istj
19012,istj,Ladies,Fiona Apple,0.562,0.307,6,-9.629,0,0.103,0.645,0.000551,0.107,0.28,133.836,325373,3,istj
19013,istj,I'm Not A Mountain,Sarah Kinsley,0.237,0.188,4,-11.728,0,0.034,0.955,0.00246,0.104,0.208,169.828,231440,3,istj
19014,istj,Caught Up In A Dream,Sarah Kinsley,0.301,0.215,11,-9.997,1,0.038,0.913,0.0021,0.102,0.189,73.827,310800,4,istj
19015,istj,Oh Well,Fiona Apple,0.621,0.507,0,-6.025,1,0.0233,0.197,0.0,0.199,0.278,108.401,220827,4,istj
19016,istj,Parting Gift,Fiona Apple,0.41,0.149,9,-9.811,1,0.038,0.934,0.0,0.112,0.314,181.207,214787,3,istj
19017,istj,Dagger,Slowdive,0.506,0.212,8,-21.046,0,0.0325,0.625,0.918,0.117,0.265,146.355,218253,4,istj
19018,istj,So Tired - Single Version,Slowdive,0.192,0.33,11,-9.373,0,0.0349,0.394,0.851,0.0929,0.0395,132.907,244173,4,istj
19019,istj,Message,Alex G,0.538,0.386,6,-8.054,0,0.0296,0.27,0.134,0.0819,0.413,140.685,159960,4,istj
19020,istj,New,Alex G,0.586,0.383,6,-12.105,1,0.0473,0.599,0.65,0.12,0.0792,110.324,199347,4,istj
19021,istj,How To Never Stop Being Sad,dandelion hands,0.414,0.245,7,-17.929,1,0.0429,0.952,0.761,0.104,0.132,97.236,130743,5,istj
19022,istj,"If I Stare At the Clock Long Enough, Will I Have the Time to Tell You Everything?",dandelion hands,0.277,0.103,10,-29.039,1,0.0431,0.943,0.895,0.104,0.0333,114.576,254093,4,istj
19023,istj,Change,Alex G,0.667,0.314,9,-14.966,0,0.0479,0.961,0.78,0.108,0.322,92.384,124333,4,istj
19024,istj,Memory,Alex G,0.487,0.407,8,-9.66,1,0.0245,0.55,0.866,0.11,0.254,102.573,172813,4,istj
19025,istj,Get Free,Lana Del Rey,0.205,0.472,10,-10.45,1,0.0718,0.498,0.000792,0.0953,0.0392,203.944,334294,4,istj
19026,istj,Change,Lana Del Rey,0.558,0.246,9,-10.914,0,0.0409,0.942,0.00875,0.106,0.303,85.672,321201,4,istj
19027,istj,Serenade of Water,Men I Trust,0.647,0.414,8,-10.816,0,0.066,0.848,0.903,0.112,0.711,79.503,185660,4,istj
19028,istj,Always Lone,Men I Trust,0.587,0.507,0,-10.726,0,0.0599,0.7,0.757,0.165,0.452,83.406,194012,4,istj
19029,istj,"Love Me, Please Love Me",POiSON GiRL FRiEND,0.621,0.687,11,-10.2,1,0.0901,0.0038,0.392,0.0956,0.251,164.81,302760,4,istj
19030,istj,Slave to The Computer,POiSON GiRL FRiEND,0.526,0.915,2,-6.29,1,0.0411,0.00244,0.272,0.368,0.448,94.961,244387,4,istj
19031,istj,This House,Japanese Breakfast,0.554,0.278,7,-8.948,1,0.0252,0.4,0.000274,0.112,0.533,163.881,182160,4,istj
19032,istj,The Body Is a Blade,Japanese Breakfast,0.521,0.72,7,-6.237,1,0.0306,0.0011,0.142,0.161,0.386,109.993,220387,4,istj
19033,istj,Heft,Japanese Breakfast,0.547,0.809,2,-6.178,1,0.0338,0.0182,0.000245,0.102,0.245,118.883,217544,4,istj
19034,istj,The Woman That Loves You,Japanese Breakfast,0.517,0.772,6,-5.941,0,0.0401,0.000334,0.653,0.104,0.33,109.836,144678,4,istj
19035,istj,Still Ill - 2011 Remaster,The Smiths,0.404,0.927,9,-7.568,1,0.146,0.0112,0.00678,0.163,0.49,175.11,201747,4,istj
19036,istj,Reel Around the Fountain - 2011 Remaster,The Smiths,0.67,0.571,9,-9.976,1,0.0255,0.00507,7.23e-05,0.124,0.899,109.905,359227,4,istj
19037,istj,Well I Wonder - 2011 Remaster,The Smiths,0.643,0.59,11,-10.843,0,0.0284,0.0806,0.00578,0.174,0.818,126.651,239427,4,istj
19038,istj,That Joke Isn't Funny Anymore,The Smiths,0.165,0.709,1,-7.409,0,0.0564,0.0167,0.000257,0.286,0.338,57.02,297587,4,istj
19039,istj,Why Do I Cry,Margo Guryan,0.585,0.3,2,-13.089,1,0.0321,0.837,0.0238,0.0956,0.585,99.804,135187,4,istj
19040,istj,Something's Wrong with the Morning,Margo Guryan,0.656,0.567,2,-8.128,0,0.0352,0.682,0.000315,0.106,0.71,133.558,105573,4,istj
19041,istj,Bambi,Clairo,0.436,0.196,9,-14.566,1,0.0284,0.904,0.0023,0.107,0.281,83.768,277400,4,istj
19042,istj,Management,Clairo,0.268,0.16,7,-16.405,1,0.0379,0.951,0.000411,0.166,0.219,89.855,228728,4,istj
19043,istj,After Ur Gone,Alex G,0.393,0.81,7,-5.199,1,0.0337,0.334,0.735,0.303,0.575,206.122,141373,4,istj
19044,istj,Sorry,Alex G,0.701,0.545,4,-10.319,1,0.0264,0.793,0.0422,0.115,0.704,91.997,162853,4,istj
19045,istj,Hollow,Alex G,0.444,0.421,7,-9.24,1,0.0267,0.125,0.761,0.11,0.315,141.887,244373,4,istj
19046,istj,20191010 No Doubt About It,Mac DeMarco,0.901,0.429,1,-14.179,0,0.0505,0.429,0.712,0.171,0.607,101.217,182603,4,istj
19047,istj,20221102 The Truth,Mac DeMarco,0.873,0.173,3,-22.633,1,0.0414,0.9,0.713,0.0968,0.695,146.83,204569,4,istj
19048,istj,Letter To My 13 Year Old Self,Laufey,0.521,0.141,10,-14.915,1,0.03,0.97,0.000114,0.0992,0.235,92.06,262680,4,istj
19049,istj,Nocturne (Interlude),Laufey,0.335,0.125,2,-16.564,1,0.036,0.989,0.947,0.109,0.0355,164.778,144067,4,istj
19050,istj,Every Single Night,Fiona Apple,0.687,0.195,0,-12.612,1,0.0603,0.859,0.0,0.226,0.402,125.949,209387,4,istj
19051,istj,Left Alone,Fiona Apple,0.495,0.416,10,-13.717,0,0.041,0.673,0.0204,0.103,0.362,171.167,290680,3,istj
19052,istj,I Don't Like My Mind,Mitski,0.146,0.37,4,-10.569,1,0.0328,0.0789,1.91e-05,0.172,0.281,148.538,145027,3,istj
19053,istj,I'm Your Man,Mitski,0.538,0.272,0,-15.795,1,0.0361,0.902,0.346,0.086,0.111,129.975,209533,4,istj
19054,istj,Night Light - Live at The Symphony,"Laufey, Iceland Symphony Orchestra",0.264,0.451,3,-6.103,1,0.0318,0.82,1.95e-05,0.116,0.223,100.338,247133,4,istj
19055,istj,Let You Break My Heart Again - Live at The Symphony,"Laufey, Iceland Symphony Orchestra",0.188,0.307,2,-8.659,1,0.0315,0.909,6.56e-05,0.134,0.153,68.311,302000,3,istj
19056,istj,Like the Movies - Live at The Symphony,"Laufey, Iceland Symphony Orchestra",0.247,0.43,0,-6.864,1,0.0463,0.913,2.8e-06,0.689,0.194,79.94,212000,4,istj
19057,istj,Heatwave,Julien Baker,0.594,0.531,7,-6.436,1,0.0257,0.482,0.00258,0.157,0.624,107.968,164067,4,istj
19058,istj,Faith Healer,Julien Baker,0.4,0.628,4,-6.801,1,0.034,0.169,0.00126,0.129,0.399,155.757,174773,3,istj
19059,istj,Me & My Dog,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",0.487,0.509,0,-9.051,1,0.0241,0.58,0.00878,0.115,0.2,94.017,206465,4,istj
19060,istj,Salt In The Wound,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",0.417,0.361,2,-7.59,1,0.0301,0.0204,0.00167,0.0999,0.285,62.532,251470,3,istj
19061,istj,Bite The Hand,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",0.543,0.507,10,-8.119,1,0.0269,0.374,0.0343,0.11,0.193,100.13,192071,4,istj
19062,istj,"Mama, You Been on My Mind - Studio Outtake - 1993",Jeff Buckley,0.473,0.0533,0,-17.682,1,0.0388,0.966,0.00318,0.11,0.123,85.539,205587,4,istj
19063,istj,I Want Someone Badly,"Jeff Buckley, Shudder To Think",0.559,0.364,1,-7.001,1,0.03,0.337,0.000347,0.31,0.165,128.009,155227,3,istj
19064,istj,"Lover, You Should've Come Over",Jeff Buckley,0.385,0.605,2,-6.093,1,0.0422,0.366,2.76e-06,0.136,0.158,119.91,403187,3,istj
19065,istj,The Biggest Lie,Elliott Smith,0.543,0.158,5,-16.026,1,0.0357,0.515,6.64e-05,0.123,0.293,150.375,159747,4,istj
19066,istj,Satellite,Elliott Smith,0.421,0.207,7,-17.967,1,0.031,0.141,0.00964,0.293,0.43,136.859,145787,3,istj
19067,istj,Clementine,Elliott Smith,0.586,0.164,0,-18.015,1,0.0456,0.236,0.609,0.141,0.304,142.111,166227,4,istj
19068,istj,Voyager,boygenius,0.447,0.0812,11,-18.107,1,0.0443,0.977,0.000486,0.0961,0.262,82.812,168263,4,istj
19069,istj,Afraid of Heights,boygenius,0.686,0.246,8,-12.807,1,0.0584,0.776,5.77e-05,0.124,0.814,138.18,161409,4,istj
19070,istj,marjorie,Taylor Swift,0.535,0.561,5,-11.609,1,0.0484,0.876,0.000136,0.115,0.287,96.103,257773,4,istj
19071,[ᴘʟᴀʏʟɪsᴛ] ISTJ 플레이리스트,Control Me,Colde,0.63,0.664,7,-6.722,0,0.1,0.837,0.0,0.426,0.773,85.911,204999,4,istj
19072,[ᴘʟᴀʏʟɪsᴛ] ISTJ 플레이리스트,Enough (prod. APRO),"Colde, 정유미, APRO",0.78,0.587,0,-6.859,0,0.0298,0.544,3.54e-06,0.0948,0.622,118.946,183000,4,istj
19073,[ᴘʟᴀʏʟɪsᴛ] ISTJ 플레이리스트,Scent,Sam Kim,0.626,0.394,8,-9.827,0,0.0798,0.706,0.0,0.131,0.38,139.317,238729,4,istj
19074,[ᴘʟᴀʏʟɪsᴛ] ISTJ 플레이리스트,"Moon, 12:04am",offonoff,0.568,0.277,6,-10.992,1,0.0287,0.955,0.000397,0.136,0.178,114.753,223141,4,istj
19075,[ᴘʟᴀʏʟɪsᴛ] ISTJ 플레이리스트,선을 그어 주던가,1415,0.68,0.451,7,-8.76,1,0.0329,0.794,0.0,0.0971,0.371,87.042,160024,4,istj
19076,[ᴘʟᴀʏʟɪsᴛ] ISTJ 플레이리스트,Goodbye,OOHYO,0.801,0.479,0,-8.627,1,0.0392,0.274,0.00159,0.121,0.814,114.973,231814,4,istj
19077,[ᴘʟᴀʏʟɪsᴛ] ISTJ 플레이리스트,What is Love?,LeeHi,0.727,0.287,2,-7.82,1,0.0327,0.876,0.0,0.107,0.354,122.065,223720,4,istj
19078,[ᴘʟᴀʏʟɪsᴛ] ISTJ 플레이리스트,SELFISH,KANG MINKYUNG,0.494,0.683,6,-5.86,0,0.276,0.427,0.0,0.465,0.274,169.731,195829,4,istj
19079,[ᴘʟᴀʏʟɪsᴛ] ISTJ 플레이리스트,긴 밤 (feat. GIRIBOY),"Seori, GIRIBOY",0.722,0.514,1,-5.709,0,0.0487,0.624,0.0,0.3,0.59,129.997,210853,4,istj
19080,[ᴘʟᴀʏʟɪsᴛ] ISTJ 플레이리스트,Dear Moon,RIPLEY,0.618,0.543,7,-8.688,1,0.0299,0.838,0.00074,0.143,0.275,85.029,188107,4,istj
19081,istj,bad,wave to earth,0.562,0.551,2,-8.879,1,0.0318,0.705,0.113,0.164,0.386,135.808,263250,4,istj
19082,istj,Confess To You,LIM KIM,0.542,0.721,3,-5.097,1,0.146,0.345,0.0,0.127,0.341,99.962,187853,4,istj
19083,istj,Don't Go,EXO,0.575,0.9,1,-3.723,1,0.0711,0.277,0.0,0.171,0.716,156.02,214380,4,istj
19084,istj,Peter Pan,EXO,0.68,0.878,3,-2.74,1,0.0384,0.0937,0.0,0.109,0.703,116.959,234856,4,istj
19085,istj,Just A Little Bit,ENHYPEN,0.441,0.59,0,-5.615,1,0.0514,0.242,0.0,0.349,0.411,84.633,167821,4,istj
19086,istj,281.31km ( To. ),KIMMUSEUM,0.725,0.382,10,-8.156,1,0.0784,0.566,0.0,0.107,0.397,86.032,172198,4,istj
19087,istj,Simple (with Coco Jones),"Babyface, Coco Jones",0.662,0.598,1,-5.372,1,0.234,0.0344,0.0,0.0566,0.379,138.677,151578,3,istj
19088,istj,London Boy,Taylor Swift,0.695,0.71,1,-6.639,1,0.05,0.0246,0.000104,0.133,0.557,157.925,190240,4,istj
19089,istj,You Belong With Me (Taylor’s Version),Taylor Swift,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,4,istj
19090,istj,Stay Stay Stay (Taylor's Version),Taylor Swift,0.693,0.681,0,-7.039,1,0.025,0.0848,0.0,0.0768,0.663,100.02,205787,4,istj
19091,istj,SEATTLE,Sam Kim,0.323,0.135,11,-10.642,1,0.0412,0.97,2.59e-06,0.152,0.368,171.795,308860,3,istj
19092,istj,Available,Justin Bieber,0.702,0.608,3,-6.843,1,0.0359,0.0736,0.0,0.129,0.597,75.012,195333,4,istj
19093,istj,Yesterday,Jay Park,0.452,0.436,4,-8.552,1,0.0324,0.489,0.0,0.111,0.297,168.16,191220,4,istj
19094,istj,Rewrite The Stars,"Zac Efron, Zendaya",0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,217440,4,istj
19095,istj,fall,Crush,0.634,0.402,0,-9.011,1,0.0313,0.85,7.33e-06,0.0678,0.248,85.005,231572,4,istj
19096,istj,Last Night on Earth,Green Day,0.556,0.486,2,-7.139,1,0.0329,0.0371,1.45e-06,0.164,0.243,119.955,236533,4,istj
19097,istj,Paint on Spring,Martin Smith,0.635,0.66,0,-8.415,1,0.0435,0.123,0.0,0.122,0.611,98.039,232653,4,istj
19098,istj,Click Like (Prod. Crush) (Feat. Paul Blanco),"Crush, Paul Blanco",0.578,0.773,7,-3.424,0,0.141,0.261,0.0,0.126,0.736,145.817,165987,4,istj
19099,istj,lowkey,NIKI,0.752,0.494,0,-8.18,1,0.0559,0.432,0.0,0.0869,0.227,117.901,171356,4,istj
19100,istj,Pray,Younha,0.427,0.276,7,-7.661,1,0.033,0.873,0.0,0.233,0.184,123.77,258672,4,istj
19101,istj,Summer,"Joe Hisaishi, London Symphony Orchestra",0.38,0.15,2,-17.716,1,0.0356,0.977,0.918,0.0941,0.337,84.451,244320,4,istj
19102,istj,Orange Flower (You Complete Me),ENHYPEN,0.697,0.691,1,-5.729,1,0.0324,0.165,0.0,0.134,0.654,125.971,180285,4,istj
19103,istj,DIE 4 YOU,DEAN,0.411,0.359,6,-9.928,0,0.0592,0.802,1.24e-05,0.104,0.277,82.631,194046,4,istj
19104,istj,You,aespa,0.347,0.821,4,-2.78,1,0.118,0.326,0.0,0.359,0.371,185.959,203307,4,istj
19105,istj,Actually Pt.2,PENOMECO,0.744,0.686,9,-4.932,1,0.0575,0.0251,0.0,0.382,0.822,109.514,219493,4,istj
19106,istj,Mine (Taylor's Version),Taylor Swift,0.646,0.783,7,-2.846,1,0.0356,0.00444,1.38e-06,0.171,0.49,121.08,231707,4,istj
19107,istj 5w6,I Can't Handle Change,Roar,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213,3,istj
19108,istj 5w6,I Just Wanna Be Alone,"Cloudhighcomeup, Sam Charles",0.551,0.306,2,-14.959,1,0.0466,0.939,0.00331,0.0891,0.0399,106.029,152829,4,istj
19109,istj 5w6,I Just Wanna Run,The Downtown Fiction,0.669,0.667,4,-3.0,1,0.0511,0.00769,0.0,0.0983,0.69,128.103,199960,4,istj
19110,istj 5w6,Uncomfortable,Wallows,0.395,0.768,2,-2.81,1,0.0311,0.115,0.0204,0.286,0.251,142.016,294015,4,istj
19111,istj 5w6,Only Friend,Wallows,0.295,0.835,4,-5.184,1,0.0413,1.51e-05,0.913,0.342,0.0835,153.914,181600,4,istj
19112,istj 5w6,Panic Room,Au/Ra,0.495,0.426,8,-9.434,1,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,237773,4,istj
19113,istj 5w6,Anxious,Hippo Campus,0.697,0.633,5,-6.541,1,0.0742,0.235,1.99e-06,0.0932,0.796,108.073,157160,4,istj
19114,istj 5w6,Lavender Blood,Fox Academy,0.358,0.161,1,-16.848,1,0.0368,0.987,0.0315,0.11,0.204,83.351,158786,4,istj
19115,istj 5w6,I Hate Everyone but You,Elita,0.678,0.637,5,-8.329,1,0.0268,0.000734,0.87,0.148,0.53,84.037,171747,4,istj
19116,istj 5w6,People Watching,Conan Gray,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,158537,4,istj
19117,istj 5w6,Control,Halsey,0.549,0.675,4,-5.637,0,0.0332,0.399,0.0,0.181,0.206,119.898,214762,4,istj
19118,istj 5w6,Tired,beabadoobee,0.63,0.418,7,-7.111,0,0.0254,0.483,0.15,0.111,0.345,140.037,199515,4,istj
19119,istj 5w6,Loner,Kali Uchis,0.722,0.675,1,-5.61,0,0.0776,0.873,0.118,0.305,0.506,120.012,212000,4,istj
19120,istj 5w6,routine,eli.,0.729,0.74,11,-5.404,1,0.164,0.226,0.0,0.094,0.215,169.994,215294,4,istj
19121,istj 5w6,Burned Out,dodie,0.518,0.14,5,-16.925,1,0.0506,0.981,0.00122,0.104,0.209,109.75,211940,4,istj
19122,istj 5w6,PRIDE.,Kendrick Lamar,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,275253,4,istj
19123,istj 5w6,PPL ALWAYS MAKE SHT FKN WORSE,"sadeyes, Days to Waste",0.605,0.71,1,-2.671,0,0.199,0.495,0.0,0.0744,0.613,162.363,120004,4,istj
19124,istj 5w6,Judgmental Cunt,4ria,0.576,0.718,5,-8.667,1,0.39,0.64,0.0,0.203,0.791,180.1,160125,4,istj
19125,istj 5w6,I'm Good at Being Lonely Can't You Tell,fats'e,0.513,0.704,8,-8.429,1,0.0444,0.313,0.000945,0.155,0.143,126.943,111502,4,istj
19126,istj 5w6,Born To Die,Lana Del Rey,0.428,0.626,4,-6.639,0,0.0339,0.222,8.22e-05,0.277,0.379,86.02,285400,4,istj
19127,istj 5w6,hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,0.49,0.104,4,-13.208,0,0.0635,0.964,0.0,0.162,0.278,86.675,324499,4,istj
19128,istj 5w6,First Love / Late Spring,Mitski,0.443,0.545,0,-8.196,1,0.0273,0.000813,0.0137,0.202,0.104,99.914,278640,4,istj
19129,istj 5w6,Should Have Known Better,Sufjan Stevens,0.571,0.172,7,-20.7,1,0.0318,0.979,0.275,0.124,0.297,90.972,307698,4,istj
19130,istj 5w6,spend some time alone inside my head,Philip Brooks,0.487,0.633,9,-8.036,1,0.0329,0.0296,0.0795,0.111,0.372,143.891,154826,4,istj
19131,istj 5w6,Comfort Crowd,Conan Gray,0.678,0.431,0,-6.749,1,0.0326,0.163,1.94e-06,0.147,0.404,90.941,174680,4,istj
19132,istj 5w6,HONEST,Jeremy Zucker,0.754,0.617,11,-7.233,1,0.129,0.134,0.0,0.101,0.8,100.057,176907,4,istj
19133,istj 5w6,thinking 2 much,Jeremy Zucker,0.669,0.37,6,-11.845,1,0.0492,0.784,7.41e-06,0.0997,0.511,105.065,229360,4,istj
19134,istj 5w6,this is me trying,Taylor Swift,0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,195097,4,istj
19135,istj 5w6,"jealousy, jealousy",Olivia Rodrigo,0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929,173160,4,istj
19136,istj 5w6,i need to be alone.,girl in red,0.513,0.546,10,-10.384,1,0.0331,0.267,0.00333,0.235,0.584,148.031,176500,4,istj
19137,istj 5w6,Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4,istj
19138,istj 5w6,Solitary,guardin,0.566,0.774,3,-4.665,1,0.0293,0.05,0.0,0.167,0.357,86.964,222543,4,istj
19139,istj 5w6,I'm Not Enough and I'm Sorry,"Teqkoi, Snøw",0.698,0.183,8,-20.188,1,0.299,0.462,0.000424,0.335,0.244,143.96,120000,4,istj
19140,istj 5w6,STUCKINMYBRAIN,Chase Atlantic,0.583,0.552,1,-6.087,0,0.0491,0.0378,0.477,0.11,0.129,153.958,229947,4,istj
19141,istj 5w6,I Am Not a Robot,MARINA,0.665,0.494,2,-5.405,1,0.0269,0.571,0.0,0.12,0.489,120.003,215173,4,istj
19142,istj 5w6,Normal Girl,SZA,0.624,0.532,0,-7.146,1,0.124,0.269,5.17e-05,0.158,0.362,76.453,253587,4,istj
19143,istj 5w6,Photograph,Ed Sheeran,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,istj
19144,istj 5w6,We Never Change,Coldplay,0.433,0.288,6,-10.801,0,0.0296,0.535,0.000169,0.105,0.131,136.939,249400,3,istj
19145,istj 5w6,Time Machine,WILLOW,0.606,0.532,3,-6.076,1,0.0416,0.44,0.0,0.132,0.405,81.332,143640,3,istj
19146,istj 5w6,No Surprises,Radiohead,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120,4,istj
19147,istj 5w6,July,Noah Cyrus,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,156106,4,istj
19148,istj 5w6,Apocalypse,Cigarettes After Sex,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,290147,4,istj
19149,istj 5w6,come out and play,Billie Eilish,0.64,0.321,0,-14.604,1,0.0931,0.693,0.0307,0.114,0.177,145.045,210376,4,istj
19150,istj 5w6,scared of everything,Zeph,0.539,0.643,0,-8.099,0,0.0317,0.000289,0.00317,0.172,0.424,119.886,194507,4,istj
19151,istj 5w6,hostage,Billie Eilish,0.427,0.123,9,-15.228,0,0.0497,0.868,3.12e-05,0.0732,0.0394,129.565,229426,5,istj
19152,istj 5w6,simple times,Kacey Musgraves,0.654,0.713,1,-6.484,0,0.0846,0.628,0.0,0.0837,0.694,80.043,167120,4,istj
19153,istj 5w6,camera roll,Kacey Musgraves,0.591,0.229,8,-11.205,1,0.0322,0.872,0.0,0.258,0.243,137.903,159320,3,istj
19154,istj 5w6,Silhouettes,kinshii,0.594,0.456,4,-9.236,1,0.0481,0.253,0.0,0.178,0.162,130.016,166609,4,istj
19155,istj 5w6,Devil's Advocate,The Neighbourhood,0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004,186307,4,istj
19156,istj 5w6,well known,"Atlas in Motion, brakence, 50landing",0.588,0.291,7,-14.769,1,0.145,0.556,1.04e-05,0.306,0.303,158.022,224168,4,istj
19157,istj 5w6,i won't talk,hateful,0.698,0.467,5,-9.704,1,0.0353,0.92,0.0155,0.645,0.243,118.934,134034,4,istj
19158,istj 5w6,Avoiding,Vorsa,0.698,0.508,11,-6.272,1,0.0454,0.708,0.00278,0.319,0.555,119.999,264464,4,istj
19159,istj 5w6,Loner,Maggie Lindemann,0.69,0.706,8,-4.235,0,0.0519,0.322,0.00024,0.132,0.229,159.905,190561,4,istj
19160,istj 5w6,Different,Maggie Lindemann,0.528,0.805,8,-5.452,0,0.0522,0.0841,0.0,0.686,0.428,144.796,167233,4,istj
19161,istj 5w6,Crash and Burn,Maggie Lindemann,0.463,0.836,7,-2.224,1,0.0419,0.00142,0.0,0.342,0.379,169.916,159637,4,istj
19162,istj 5w6,Knife Under My Pillow,Maggie Lindemann,0.562,0.876,0,-4.448,1,0.0463,0.00147,0.000678,0.217,0.525,149.971,122999,4,istj
19163,istj 5w6,You’d Be Paranoid Too (If Everyone Was Out To Get You),Waterparks,0.571,0.814,11,-4.475,1,0.0514,0.00526,0.0,0.88,0.748,107.104,151265,4,istj
19164,istj 5w6,Lowkey As Hell,Waterparks,0.549,0.82,7,-4.024,1,0.0857,0.0387,0.0,0.164,0.438,100.019,136160,4,istj
19165,istj 5w6,Monsters (feat. blackbear),"All Time Low, blackbear",0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,174068,4,istj
19166,istj 5w6,brutal,Olivia Rodrigo,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,143747,4,istj
19167,istj 5w6,Are You Satisfied?,MARINA,0.669,0.712,0,-4.992,1,0.0412,0.303,0.0,0.0755,0.843,124.009,198960,4,istj
19168,istj 5w6,how i'm feeling,Ryan Woods,0.379,0.314,6,-9.05,1,0.0499,0.622,2.16e-06,0.127,0.165,134.032,171000,3,istj
19169,istj 5w6,What If It Doesn't End Well,chloe moriondo,0.571,0.328,9,-9.203,1,0.0308,0.118,0.00126,0.111,0.184,142.953,221747,4,istj
19170,istj 5w6,THESE DAYS,OKAY! KENJI,0.871,0.481,10,-5.898,1,0.034,0.221,9.55e-05,0.107,0.732,135.973,187941,4,istj
19171,istj 5w6,Dead Inside,Younger Hunger,0.701,0.87,6,-3.899,0,0.0359,0.051,0.0,0.276,0.768,120.031,200240,4,istj
19172,istj 5w6,People I Don't Like,UPSAHL,0.747,0.573,11,-6.562,0,0.295,0.268,0.0,0.302,0.551,90.036,142766,4,istj
19173,istj 5w6,Nobody,Mitski,0.398,0.716,0,-5.254,1,0.0392,0.0764,0.0,0.0848,0.494,117.295,193429,4,istj
19174,istj 5w6,Pretty Venom (Interlude),All Time Low,0.686,0.591,3,-8.365,1,0.045,0.569,0.000813,0.366,0.465,129.015,182451,4,istj
19175,istj 5w6,Nerves,DPR IAN,0.627,0.662,11,-4.773,0,0.035,0.264,0.0,0.115,0.321,140.007,195013,4,istj
19176,istj 5w6,Cry with you,Jeremy Zucker,0.516,0.323,2,-9.688,1,0.0716,0.489,4.82e-06,0.189,0.386,159.861,217040,3,istj
19177,istj 5w6,un-unnoticed,Zeph,0.622,0.521,0,-9.348,0,0.0485,0.0721,0.00358,0.113,0.251,170.124,216387,4,istj
19178,istj 5w6,we think too much,Lil Peep,0.532,0.422,10,-8.512,1,0.0443,0.0964,0.000251,0.0955,0.114,125.013,198627,4,istj
19179,istj 5w6,In My Head,Juice WRLD,0.633,0.548,5,-5.634,0,0.0467,0.269,0.0,0.16,0.35,160.011,192000,4,istj
19180,istj 5w6,Runaway,Lil Peep,0.399,0.591,6,-8.792,0,0.052,0.44,0.0616,0.446,0.175,79.892,192760,3,istj
19181,istj 5w6,introvert,brakence,0.412,0.338,2,-11.228,1,0.0559,0.566,1.13e-06,0.123,0.498,107.77,374547,4,istj
19182,istj 5w6,intellectual greed,brakence,0.463,0.582,7,-7.953,0,0.255,0.112,0.0,0.105,0.317,175.085,209973,3,istj
19183,istj 5w6,deepfake,brakence,0.408,0.417,2,-9.383,1,0.0607,0.236,0.0,0.492,0.202,134.684,330640,4,istj
19184,istj 5w6,alone again,"静的 Static, heylog",0.551,0.482,4,-5.233,1,0.0316,0.756,0.0,0.111,0.288,141.984,242535,4,istj
19185,istj 5w6,Nobody Gets Me,SZA,0.358,0.284,7,-8.285,1,0.0285,0.805,0.0,0.183,0.276,99.796,180853,3,istj
